instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,event,temp_cat,atemp_cat,hum_cat,wind_cat
168,2011-01-08,Winter,2011,January,6,Non-Holiday,Saturday,Non-Work,Cloudy,-0.48,-5.0,74.0,11.0,2,No,Cold,Cold,Too Moist,Slow Wind
169,2011-01-08,Winter,2011,January,7,Non-Holiday,Saturday,Non-Work,Cloudy,-0.48,-4.0,74.0,7.0,9,No,Cold,Cold,Too Moist,Slow Wind
170,2011-01-08,Winter,2011,January,8,Non-Holiday,Saturday,Non-Work,Light Rain/Snow,-0.48,-4.0,93.0,7.0,15,No,Cold,Cold,Too Moist,Slow Wind
171,2011-01-08,Winter,2011,January,9,Non-Holiday,Saturday,Non-Work,Light Rain/Snow,-0.48,-4.0,93.0,7.0,20,No,Cold,Cold,Too Moist,Slow Wind
172,2011-01-08,Winter,2011,January,10,Non-Holiday,Saturday,Non-Work,Cloudy,0.46,-3.0,80.0,11.0,61,No,Cold,Cold,Too Moist,Slow Wind
173,2011-01-08,Winter,2011,January,11,Non-Holiday,Saturday,Non-Work,Cloudy,1.4,-4.0,69.0,26.0,62,No,Cold,Cold,Too Moist,Normal
174,2011-01-08,Winter,2011,January,12,Non-Holiday,Saturday,Non-Work,Cloudy,1.4,-4.0,59.0,24.0,98,No,Cold,Cold,Optimum,Normal
175,2011-01-08,Winter,2011,January,13,Non-Holiday,Saturday,Non-Work,Clear,1.4,-4.0,44.0,22.0,102,No,Cold,Cold,Optimum,Normal
176,2011-01-08,Winter,2011,January,14,Non-Holiday,Saturday,Non-Work,Clear,1.4,-5.0,32.0,33.0,95,No,Cold,Cold,Optimum,Normal
177,2011-01-08,Winter,2011,January,15,Non-Holiday,Saturday,Non-Work,Clear,1.4,-5.0,32.0,30.0,74,No,Cold,Cold,Optimum,Normal
178,2011-01-08,Winter,2011,January,16,Non-Holiday,Saturday,Non-Work,Clear,0.46,-7.0,29.0,30.0,76,No,Cold,Cold,Too Dry,Normal
179,2011-01-08,Winter,2011,January,17,Non-Holiday,Saturday,Non-Work,Clear,-0.48,-8.0,37.0,37.0,69,No,Cold,Cold,Optimum,Normal
180,2011-01-08,Winter,2011,January,18,Non-Holiday,Saturday,Non-Work,Clear,-1.42,-8.0,39.0,20.0,55,No,Cold,Cold,Optimum,Slow Wind
181,2011-01-08,Winter,2011,January,19,Non-Holiday,Saturday,Non-Work,Clear,-1.42,-8.0,36.0,17.0,30,No,Cold,Cold,Optimum,Slow Wind
182,2011-01-08,Winter,2011,January,20,Non-Holiday,Saturday,Non-Work,Clear,-2.36,-8.0,36.0,17.0,28,No,Cold,Cold,Optimum,Slow Wind
183,2011-01-08,Winter,2011,January,21,Non-Holiday,Saturday,Non-Work,Clear,-2.36,-9.0,39.0,24.0,37,No,Cold,Cold,Optimum,Normal
184,2011-01-08,Winter,2011,January,22,Non-Holiday,Saturday,Non-Work,Clear,-2.36,-9.0,36.0,26.0,34,No,Cold,Cold,Optimum,Normal
185,2011-01-08,Winter,2011,January,23,Non-Holiday,Saturday,Non-Work,Clear,-3.3,-12.0,39.0,30.0,22,No,Cold,Cold,Optimum,Normal
186,2011-01-09,Winter,2011,January,0,Non-Holiday,Sunday,Non-Work,Clear,-3.3,-11.0,42.0,26.0,25,No,Cold,Cold,Optimum,Normal
187,2011-01-09,Winter,2011,January,1,Non-Holiday,Sunday,Non-Work,Clear,-3.3,-12.0,42.0,31.0,12,No,Cold,Cold,Optimum,Normal
188,2011-01-09,Winter,2011,January,2,Non-Holiday,Sunday,Non-Work,Clear,-3.3,-12.0,46.0,31.0,11,No,Cold,Cold,Optimum,Normal
189,2011-01-09,Winter,2011,January,3,Non-Holiday,Sunday,Non-Work,Clear,-3.3,-11.0,46.0,28.0,4,No,Cold,Cold,Optimum,Normal
190,2011-01-09,Winter,2011,January,4,Non-Holiday,Sunday,Non-Work,Clear,-4.24,-10.0,53.0,13.0,1,No,Cold,Cold,Optimum,Slow Wind
191,2011-01-09,Winter,2011,January,5,Non-Holiday,Sunday,Non-Work,Clear,-4.24,-10.0,53.0,13.0,1,No,Cold,Cold,Optimum,Slow Wind
192,2011-01-09,Winter,2011,January,6,Non-Holiday,Sunday,Non-Work,Clear,-3.3,-10.0,49.0,19.0,1,No,Cold,Cold,Optimum,Slow Wind
193,2011-01-09,Winter,2011,January,7,Non-Holiday,Sunday,Non-Work,Clear,-4.24,-10.0,53.0,13.0,6,No,Cold,Cold,Optimum,Slow Wind
194,2011-01-09,Winter,2011,January,8,Non-Holiday,Sunday,Non-Work,Clear,-3.3,-10.0,49.0,19.0,10,No,Cold,Cold,Optimum,Slow Wind
195,2011-01-09,Winter,2011,January,9,Non-Holiday,Sunday,Non-Work,Clear,-2.36,-11.0,46.0,35.0,19,No,Cold,Cold,Optimum,Normal
196,2011-01-09,Winter,2011,January,10,Non-Holiday,Sunday,Non-Work,Clear,-1.42,-9.0,43.0,26.0,49,No,Cold,Cold,Optimum,Normal
197,2011-01-09,Winter,2011,January,11,Non-Holiday,Sunday,Non-Work,Clear,-0.48,-8.0,40.0,35.0,49,No,Cold,Cold,Optimum,Normal
198,2011-01-09,Winter,2011,January,12,Non-Holiday,Sunday,Non-Work,Clear,0.46,-7.0,37.0,30.0,83,No,Cold,Cold,Optimum,Normal
199,2011-01-09,Winter,2011,January,13,Non-Holiday,Sunday,Non-Work,Clear,1.4,-5.0,34.0,30.0,75,No,Cold,Cold,Optimum,Normal
200,2011-01-09,Winter,2011,January,14,Non-Holiday,Sunday,Non-Work,Clear,2.34,-4.0,32.0,31.0,72,No,Cold,Cold,Optimum,Normal
201,2011-01-09,Winter,2011,January,15,Non-Holiday,Sunday,Non-Work,Clear,2.34,-3.0,35.0,24.0,82,No,Cold,Cold,Optimum,Normal
202,2011-01-09,Winter,2011,January,16,Non-Holiday,Sunday,Non-Work,Clear,1.4,-5.0,34.0,30.0,92,No,Cold,Cold,Optimum,Normal
203,2011-01-09,Winter,2011,January,17,Non-Holiday,Sunday,Non-Work,Clear,0.46,-6.0,37.0,26.0,62,No,Cold,Cold,Optimum,Normal
204,2011-01-09,Winter,2011,January,18,Non-Holiday,Sunday,Non-Work,Clear,-0.48,-7.0,40.0,22.0,48,No,Cold,Cold,Optimum,Normal
205,2011-01-09,Winter,2011,January,19,Non-Holiday,Sunday,Non-Work,Clear,-0.48,-7.0,43.0,22.0,41,No,Cold,Cold,Optimum,Normal
206,2011-01-09,Winter,2011,January,20,Non-Holiday,Sunday,Non-Work,Clear,-1.42,-8.0,46.0,17.0,38,No,Cold,Cold,Optimum,Slow Wind
207,2011-01-09,Winter,2011,January,21,Non-Holiday,Sunday,Non-Work,Clear,-1.42,-9.0,46.0,28.0,20,No,Cold,Cold,Optimum,Normal
208,2011-01-09,Winter,2011,January,22,Non-Holiday,Sunday,Non-Work,Clear,-1.42,-8.0,46.0,20.0,15,No,Cold,Cold,Optimum,Slow Wind
209,2011-01-09,Winter,2011,January,23,Non-Holiday,Sunday,Non-Work,Clear,-2.36,-7.0,50.0,13.0,6,No,Cold,Cold,Optimum,Slow Wind
210,2011-01-10,Winter,2011,January,0,Non-Holiday,Monday,Work,Clear,-2.36,-8.0,50.0,19.0,5,No,Cold,Cold,Optimum,Slow Wind
211,2011-01-10,Winter,2011,January,1,Non-Holiday,Monday,Work,Clear,-2.36,-8.0,50.0,19.0,1,No,Cold,Cold,Optimum,Slow Wind
212,2011-01-10,Winter,2011,January,2,Non-Holiday,Monday,Work,Clear,-2.36,-8.0,50.0,15.0,3,No,Cold,Cold,Optimum,Slow Wind
213,2011-01-10,Winter,2011,January,3,Non-Holiday,Monday,Work,Clear,-2.36,-8.0,50.0,15.0,1,No,Cold,Cold,Optimum,Slow Wind
214,2011-01-10,Winter,2011,January,4,Non-Holiday,Monday,Work,Clear,-3.3,-8.0,54.0,9.0,3,No,Cold,Cold,Optimum,Slow Wind
215,2011-01-10,Winter,2011,January,5,Non-Holiday,Monday,Work,Clear,-3.3,-9.0,54.0,17.0,3,No,Cold,Cold,Optimum,Slow Wind
216,2011-01-10,Winter,2011,January,6,Non-Holiday,Monday,Work,Clear,-2.36,-8.0,50.0,19.0,31,No,Cold,Cold,Optimum,Slow Wind
217,2011-01-10,Winter,2011,January,7,Non-Holiday,Monday,Work,Clear,-2.36,-8.0,50.0,15.0,77,No,Cold,Cold,Optimum,Slow Wind
218,2011-01-10,Winter,2011,January,8,Non-Holiday,Monday,Work,Cloudy,-2.36,-8.0,50.0,19.0,188,No,Cold,Cold,Optimum,Slow Wind
219,2011-01-10,Winter,2011,January,9,Non-Holiday,Monday,Work,Cloudy,-1.42,-8.0,50.0,17.0,94,No,Cold,Cold,Optimum,Slow Wind
220,2011-01-10,Winter,2011,January,10,Non-Holiday,Monday,Work,Cloudy,-1.42,-8.0,50.0,20.0,31,No,Cold,Cold,Optimum,Slow Wind
221,2011-01-10,Winter,2011,January,11,Non-Holiday,Monday,Work,Cloudy,-0.48,-7.0,47.0,19.0,30,No,Cold,Cold,Optimum,Slow Wind
222,2011-01-10,Winter,2011,January,12,Non-Holiday,Monday,Work,Cloudy,1.4,-4.0,40.0,19.0,52,No,Cold,Cold,Optimum,Slow Wind
223,2011-01-10,Winter,2011,January,13,Non-Holiday,Monday,Work,Cloudy,1.4,-4.0,40.0,19.0,54,No,Cold,Cold,Optimum,Slow Wind
224,2011-01-10,Winter,2011,January,14,Non-Holiday,Monday,Work,Cloudy,1.4,-3.0,40.0,15.0,47,No,Cold,Cold,Optimum,Slow Wind
225,2011-01-10,Winter,2011,January,15,Non-Holiday,Monday,Work,Cloudy,1.4,-3.0,40.0,15.0,45,No,Cold,Cold,Optimum,Slow Wind
226,2011-01-10,Winter,2011,January,16,Non-Holiday,Monday,Work,Clear,1.4,-2.0,40.0,9.0,74,No,Cold,Cold,Optimum,Slow Wind
227,2011-01-10,Winter,2011,January,17,Non-Holiday,Monday,Work,Clear,1.4,-1.0,40.0,7.0,178,No,Cold,Cold,Optimum,Slow Wind
228,2011-01-10,Winter,2011,January,18,Non-Holiday,Monday,Work,Clear,1.4,-3.0,40.0,15.0,155,No,Cold,Cold,Optimum,Slow Wind
229,2011-01-10,Winter,2011,January,19,Non-Holiday,Monday,Work,Clear,-0.48,-5.0,47.0,11.0,95,No,Cold,Cold,Optimum,Slow Wind
230,2011-01-10,Winter,2011,January,20,Non-Holiday,Monday,Work,Clear,-0.48,-5.0,50.0,11.0,74,No,Cold,Cold,Optimum,Slow Wind
231,2011-01-10,Winter,2011,January,21,Non-Holiday,Monday,Work,Clear,-1.42,-7.0,59.0,13.0,38,No,Cold,Cold,Optimum,Slow Wind
232,2011-01-10,Winter,2011,January,22,Non-Holiday,Monday,Work,Clear,-1.42,-6.0,59.0,11.0,24,No,Cold,Cold,Optimum,Slow Wind
233,2011-01-10,Winter,2011,January,23,Non-Holiday,Monday,Work,Clear,-1.42,-6.0,59.0,11.0,18,No,Cold,Cold,Optimum,Slow Wind
234,2011-01-11,Winter,2011,January,0,Non-Holiday,Tuesday,Work,Clear,-1.42,-5.0,59.0,7.0,12,No,Cold,Cold,Optimum,Slow Wind
235,2011-01-11,Winter,2011,January,1,Non-Holiday,Tuesday,Work,Clear,-1.42,-6.0,59.0,11.0,3,No,Cold,Cold,Optimum,Slow Wind
236,2011-01-11,Winter,2011,January,2,Non-Holiday,Tuesday,Work,Cloudy,-0.48,-6.0,55.0,13.0,3,No,Cold,Cold,Optimum,Slow Wind
237,2011-01-11,Winter,2011,January,5,Non-Holiday,Tuesday,Work,Cloudy,-0.48,-4.0,55.0,9.0,6,No,Cold,Cold,Optimum,Slow Wind
238,2011-01-11,Winter,2011,January,6,Non-Holiday,Tuesday,Work,Cloudy,-0.48,-4.0,55.0,9.0,27,No,Cold,Cold,Optimum,Slow Wind
239,2011-01-11,Winter,2011,January,7,Non-Holiday,Tuesday,Work,Cloudy,-0.48,-1.0,55.0,0.0,99,No,Cold,Cold,Optimum,Slow Wind
240,2011-01-11,Winter,2011,January,8,Non-Holiday,Tuesday,Work,Cloudy,0.46,-2.0,51.0,6.0,217,No,Cold,Cold,Optimum,Slow Wind
241,2011-01-11,Winter,2011,January,9,Non-Holiday,Tuesday,Work,Cloudy,0.46,-3.0,51.0,11.0,130,No,Cold,Cold,Optimum,Slow Wind
242,2011-01-11,Winter,2011,January,10,Non-Holiday,Tuesday,Work,Cloudy,1.4,-2.0,51.0,11.0,54,No,Cold,Cold,Optimum,Slow Wind
243,2011-01-11,Winter,2011,January,11,Non-Holiday,Tuesday,Work,Cloudy,1.4,-2.0,47.0,9.0,35,No,Cold,Cold,Optimum,Slow Wind
244,2011-01-11,Winter,2011,January,12,Non-Holiday,Tuesday,Work,Cloudy,1.4,-1.0,51.0,7.0,57,No,Cold,Cold,Optimum,Slow Wind
245,2011-01-11,Winter,2011,January,13,Non-Holiday,Tuesday,Work,Cloudy,1.4,-1.0,59.0,6.0,52,No,Cold,Cold,Optimum,Slow Wind
246,2011-01-11,Winter,2011,January,14,Non-Holiday,Tuesday,Work,Cloudy,1.4,-1.0,59.0,6.0,63,No,Cold,Cold,Optimum,Slow Wind
247,2011-01-11,Winter,2011,January,15,Non-Holiday,Tuesday,Work,Cloudy,-0.48,-3.0,80.0,6.0,47,No,Cold,Cold,Too Moist,Slow Wind
248,2011-01-11,Winter,2011,January,16,Non-Holiday,Tuesday,Work,Cloudy,-0.48,-6.0,86.0,15.0,76,No,Cold,Cold,Too Moist,Slow Wind
249,2011-01-11,Winter,2011,January,17,Non-Holiday,Tuesday,Work,Cloudy,-0.48,-6.0,86.0,15.0,136,No,Cold,Cold,Too Moist,Slow Wind
250,2011-01-11,Winter,2011,January,18,Non-Holiday,Tuesday,Work,Light Rain/Snow,-0.48,-4.0,93.0,7.0,95,No,Cold,Cold,Too Moist,Slow Wind
251,2011-01-11,Winter,2011,January,19,Non-Holiday,Tuesday,Work,Light Rain/Snow,-0.48,-1.0,93.0,0.0,51,No,Cold,Cold,Too Moist,Slow Wind
252,2011-01-11,Winter,2011,January,20,Non-Holiday,Tuesday,Work,Light Rain/Snow,-0.48,-6.0,93.0,13.0,32,No,Cold,Cold,Too Moist,Slow Wind
253,2011-01-11,Winter,2011,January,21,Non-Holiday,Tuesday,Work,Light Rain/Snow,-0.48,-3.0,86.0,6.0,20,No,Cold,Cold,Too Moist,Slow Wind
254,2011-01-11,Winter,2011,January,22,Non-Holiday,Tuesday,Work,Light Rain/Snow,-0.48,-4.0,93.0,7.0,29,No,Cold,Cold,Too Moist,Slow Wind
255,2011-01-11,Winter,2011,January,23,Non-Holiday,Tuesday,Work,Light Rain/Snow,-0.48,-3.0,93.0,6.0,19,No,Cold,Cold,Too Moist,Slow Wind
256,2011-01-12,Winter,2011,January,0,Non-Holiday,Wednesday,Work,Cloudy,-0.48,-3.0,86.0,6.0,7,No,Cold,Cold,Too Moist,Slow Wind
257,2011-01-12,Winter,2011,January,1,Non-Holiday,Wednesday,Work,Cloudy,-0.48,-4.0,86.0,7.0,6,No,Cold,Cold,Too Moist,Slow Wind
258,2011-01-12,Winter,2011,January,2,Non-Holiday,Wednesday,Work,Clear,-1.42,-6.0,86.0,9.0,1,No,Cold,Cold,Too Moist,Slow Wind
259,2011-01-12,Winter,2011,January,5,Non-Holiday,Wednesday,Work,Clear,-1.42,-6.0,86.0,11.0,5,No,Cold,Cold,Too Moist,Slow Wind
260,2011-01-12,Winter,2011,January,6,Non-Holiday,Wednesday,Work,Clear,-2.36,-6.0,93.0,9.0,16,No,Cold,Cold,Too Moist,Slow Wind
261,2011-01-12,Winter,2011,January,7,Non-Holiday,Wednesday,Work,Clear,-1.42,-6.0,69.0,9.0,54,No,Cold,Cold,Too Moist,Slow Wind
262,2011-01-12,Winter,2011,January,8,Non-Holiday,Wednesday,Work,Clear,-0.48,-5.0,59.0,11.0,128,No,Cold,Cold,Optimum,Slow Wind
263,2011-01-12,Winter,2011,January,9,Non-Holiday,Wednesday,Work,Clear,-0.48,-7.0,59.0,22.0,81,No,Cold,Cold,Optimum,Normal
264,2011-01-12,Winter,2011,January,10,Non-Holiday,Wednesday,Work,Clear,0.46,-4.0,55.0,15.0,39,No,Cold,Cold,Optimum,Slow Wind
265,2011-01-12,Winter,2011,January,11,Non-Holiday,Wednesday,Work,Clear,1.4,-4.0,51.0,26.0,35,No,Cold,Cold,Optimum,Normal
266,2011-01-12,Winter,2011,January,12,Non-Holiday,Wednesday,Work,Clear,1.4,-6.0,47.0,39.0,55,No,Cold,Cold,Optimum,Normal
267,2011-01-12,Winter,2011,January,13,Non-Holiday,Wednesday,Work,Clear,2.34,-3.0,44.0,24.0,49,No,Cold,Cold,Optimum,Normal
268,2011-01-12,Winter,2011,January,14,Non-Holiday,Wednesday,Work,Clear,1.4,-4.0,47.0,22.0,44,No,Cold,Cold,Optimum,Normal
269,2011-01-12,Winter,2011,January,15,Non-Holiday,Wednesday,Work,Clear,1.4,-5.0,47.0,28.0,49,No,Cold,Cold,Optimum,Normal
270,2011-01-12,Winter,2011,January,16,Non-Holiday,Wednesday,Work,Clear,2.34,-3.0,44.0,22.0,68,No,Cold,Cold,Optimum,Normal
271,2011-01-12,Winter,2011,January,17,Non-Holiday,Wednesday,Work,Clear,1.4,-4.0,47.0,24.0,139,No,Cold,Cold,Optimum,Normal
272,2011-01-12,Winter,2011,January,18,Non-Holiday,Wednesday,Work,Clear,1.4,-6.0,47.0,35.0,137,No,Cold,Cold,Optimum,Normal
273,2011-01-12,Winter,2011,January,19,Non-Holiday,Wednesday,Work,Clear,0.46,-6.0,47.0,28.0,83,No,Cold,Cold,Optimum,Normal
274,2011-01-12,Winter,2011,January,20,Non-Holiday,Wednesday,Work,Clear,-0.48,-7.0,50.0,22.0,56,No,Cold,Cold,Optimum,Normal
275,2011-01-12,Winter,2011,January,21,Non-Holiday,Wednesday,Work,Clear,-0.48,-7.0,55.0,22.0,57,No,Cold,Cold,Optimum,Normal
276,2011-01-12,Winter,2011,January,22,Non-Holiday,Wednesday,Work,Clear,-0.48,-8.0,55.0,30.0,33,No,Cold,Cold,Optimum,Normal
277,2011-01-12,Winter,2011,January,23,Non-Holiday,Wednesday,Work,Clear,-1.42,-9.0,59.0,28.0,20,No,Cold,Cold,Optimum,Normal
278,2011-01-13,Winter,2011,January,0,Non-Holiday,Thursday,Work,Clear,-1.42,-8.0,59.0,19.0,7,No,Cold,Cold,Optimum,Slow Wind
279,2011-01-13,Winter,2011,January,1,Non-Holiday,Thursday,Work,Clear,-1.42,-8.0,50.0,19.0,2,No,Cold,Cold,Optimum,Slow Wind
280,2011-01-13,Winter,2011,January,2,Non-Holiday,Thursday,Work,Clear,-1.42,-8.0,50.0,24.0,2,No,Cold,Cold,Optimum,Normal
281,2011-01-13,Winter,2011,January,3,Non-Holiday,Thursday,Work,Clear,-1.42,-8.0,50.0,22.0,3,No,Cold,Cold,Optimum,Normal
282,2011-01-13,Winter,2011,January,4,Non-Holiday,Thursday,Work,Clear,-1.42,-8.0,50.0,17.0,4,No,Cold,Cold,Optimum,Slow Wind
283,2011-01-13,Winter,2011,January,5,Non-Holiday,Thursday,Work,Clear,-1.42,-8.0,50.0,20.0,3,No,Cold,Cold,Optimum,Slow Wind
284,2011-01-13,Winter,2011,January,6,Non-Holiday,Thursday,Work,Clear,-2.36,-6.0,54.0,9.0,28,No,Cold,Cold,Optimum,Slow Wind
285,2011-01-13,Winter,2011,January,7,Non-Holiday,Thursday,Work,Clear,-2.36,-6.0,54.0,9.0,72,No,Cold,Cold,Optimum,Slow Wind
286,2011-01-13,Winter,2011,January,8,Non-Holiday,Thursday,Work,Clear,-1.42,-7.0,50.0,13.0,202,No,Cold,Cold,Optimum,Slow Wind
287,2011-01-13,Winter,2011,January,9,Non-Holiday,Thursday,Work,Clear,-1.42,-8.0,50.0,22.0,139,No,Cold,Cold,Optimum,Normal
288,2011-01-13,Winter,2011,January,10,Non-Holiday,Thursday,Work,Cloudy,-0.48,-7.0,50.0,24.0,38,No,Cold,Cold,Optimum,Normal
289,2011-01-13,Winter,2011,January,11,Non-Holiday,Thursday,Work,Cloudy,1.4,-5.0,44.0,30.0,37,No,Cold,Cold,Optimum,Normal
290,2011-01-13,Winter,2011,January,12,Non-Holiday,Thursday,Work,Clear,1.4,-5.0,44.0,28.0,52,No,Cold,Cold,Optimum,Normal
291,2011-01-13,Winter,2011,January,13,Non-Holiday,Thursday,Work,Clear,2.34,-3.0,41.0,30.0,83,No,Cold,Cold,Optimum,Normal
292,2011-01-13,Winter,2011,January,14,Non-Holiday,Thursday,Work,Clear,2.34,-3.0,41.0,26.0,42,No,Cold,Cold,Optimum,Normal
293,2011-01-13,Winter,2011,January,15,Non-Holiday,Thursday,Work,Clear,3.28,-2.0,38.0,20.0,60,No,Cold,Cold,Optimum,Slow Wind
294,2011-01-13,Winter,2011,January,16,Non-Holiday,Thursday,Work,Clear,3.28,-2.0,38.0,24.0,78,No,Cold,Cold,Optimum,Normal
295,2011-01-13,Winter,2011,January,17,Non-Holiday,Thursday,Work,Clear,1.4,-4.0,40.0,19.0,162,No,Cold,Cold,Optimum,Slow Wind
296,2011-01-13,Winter,2011,January,18,Non-Holiday,Thursday,Work,Clear,1.4,-4.0,40.0,22.0,144,No,Cold,Cold,Optimum,Normal
297,2011-01-13,Winter,2011,January,19,Non-Holiday,Thursday,Work,Clear,-0.48,-6.0,47.0,17.0,99,No,Cold,Cold,Optimum,Slow Wind
298,2011-01-13,Winter,2011,January,20,Non-Holiday,Thursday,Work,Clear,-0.48,-6.0,47.0,15.0,64,No,Cold,Cold,Optimum,Slow Wind
299,2011-01-13,Winter,2011,January,21,Non-Holiday,Thursday,Work,Clear,-1.42,-8.0,46.0,20.0,40,No,Cold,Cold,Optimum,Slow Wind
300,2011-01-13,Winter,2011,January,22,Non-Holiday,Thursday,Work,Clear,-1.42,-8.0,46.0,22.0,30,No,Cold,Cold,Optimum,Normal
301,2011-01-13,Winter,2011,January,23,Non-Holiday,Thursday,Work,Clear,-2.36,-7.0,50.0,13.0,15,No,Cold,Cold,Optimum,Slow Wind
302,2011-01-14,Winter,2011,January,0,Non-Holiday,Friday,Work,Clear,-2.36,-7.0,50.0,13.0,14,No,Cold,Cold,Optimum,Slow Wind
303,2011-01-14,Winter,2011,January,1,Non-Holiday,Friday,Work,Clear,-3.3,-8.0,54.0,11.0,5,No,Cold,Cold,Optimum,Slow Wind
304,2011-01-14,Winter,2011,January,2,Non-Holiday,Friday,Work,Clear,-3.3,-8.0,54.0,9.0,1,No,Cold,Cold,Optimum,Slow Wind
305,2011-01-14,Winter,2011,January,3,Non-Holiday,Friday,Work,Clear,-3.3,-7.0,54.0,7.0,1,No,Cold,Cold,Optimum,Slow Wind
306,2011-01-14,Winter,2011,January,5,Non-Holiday,Friday,Work,Clear,-3.3,-7.0,54.0,6.0,8,No,Cold,Cold,Optimum,Slow Wind
307,2011-01-14,Winter,2011,January,6,Non-Holiday,Friday,Work,Clear,-3.3,-4.0,54.0,0.0,17,No,Cold,Cold,Optimum,Slow Wind
308,2011-01-14,Winter,2011,January,7,Non-Holiday,Friday,Work,Clear,-3.3,-8.0,74.0,11.0,70,No,Cold,Cold,Too Moist,Slow Wind
309,2011-01-14,Winter,2011,January,8,Non-Holiday,Friday,Work,Clear,-2.36,-5.0,68.0,0.0,158,No,Cold,Cold,Too Moist,Slow Wind
310,2011-01-14,Winter,2011,January,9,Non-Holiday,Friday,Work,Clear,-1.42,-6.0,69.0,9.0,117,No,Cold,Cold,Too Moist,Slow Wind
311,2011-01-14,Winter,2011,January,10,Non-Holiday,Friday,Work,Clear,0.46,-4.0,55.0,13.0,44,No,Cold,Cold,Optimum,Slow Wind
312,2011-01-14,Winter,2011,January,11,Non-Holiday,Friday,Work,Clear,0.46,-5.0,51.0,19.0,53,No,Cold,Cold,Optimum,Slow Wind
313,2011-01-14,Winter,2011,January,12,Non-Holiday,Friday,Work,Clear,1.4,-3.0,44.0,17.0,61,No,Cold,Cold,Optimum,Slow Wind
314,2011-01-14,Winter,2011,January,13,Non-Holiday,Friday,Work,Clear,2.34,-3.0,37.0,26.0,77,No,Cold,Cold,Optimum,Normal
315,2011-01-14,Winter,2011,January,14,Non-Holiday,Friday,Work,Clear,2.34,-2.0,41.0,19.0,64,No,Cold,Cold,Optimum,Slow Wind
316,2011-01-14,Winter,2011,January,15,Non-Holiday,Friday,Work,Clear,3.28,-0.0,38.0,11.0,68,No,Cold,Cold,Optimum,Slow Wind
317,2011-01-14,Winter,2011,January,16,Non-Holiday,Friday,Work,Clear,2.34,-0.0,41.0,7.0,90,No,Cold,Cold,Optimum,Slow Wind
318,2011-01-14,Winter,2011,January,17,Non-Holiday,Friday,Work,Clear,2.34,-1.0,41.0,11.0,159,No,Cold,Cold,Optimum,Slow Wind
319,2011-01-14,Winter,2011,January,18,Non-Holiday,Friday,Work,Clear,1.4,1.0,47.0,0.0,139,No,Cold,Cold,Optimum,Slow Wind
320,2011-01-14,Winter,2011,January,19,Non-Holiday,Friday,Work,Clear,-0.48,-3.0,59.0,6.0,92,No,Cold,Cold,Optimum,Slow Wind
321,2011-01-14,Winter,2011,January,20,Non-Holiday,Friday,Work,Clear,0.46,-0.0,59.0,0.0,68,No,Cold,Cold,Optimum,Slow Wind
322,2011-01-14,Winter,2011,January,21,Non-Holiday,Friday,Work,Clear,-0.48,-1.0,69.0,0.0,52,No,Cold,Cold,Too Moist,Slow Wind
323,2011-01-14,Winter,2011,January,22,Non-Holiday,Friday,Work,Cloudy,-0.48,-1.0,69.0,0.0,36,No,Cold,Cold,Too Moist,Slow Wind
324,2011-01-14,Winter,2011,January,23,Non-Holiday,Friday,Work,Cloudy,0.46,-0.0,55.0,0.0,27,No,Cold,Cold,Optimum,Slow Wind
325,2011-01-15,Winter,2011,January,0,Non-Holiday,Saturday,Non-Work,Clear,0.46,-0.0,55.0,0.0,28,No,Cold,Cold,Optimum,Slow Wind
326,2011-01-15,Winter,2011,January,1,Non-Holiday,Saturday,Non-Work,Cloudy,-0.48,-3.0,59.0,6.0,20,No,Cold,Cold,Optimum,Slow Wind
327,2011-01-15,Winter,2011,January,2,Non-Holiday,Saturday,Non-Work,Cloudy,-0.48,-3.0,59.0,6.0,12,No,Cold,Cold,Optimum,Slow Wind
328,2011-01-15,Winter,2011,January,3,Non-Holiday,Saturday,Non-Work,Cloudy,-0.48,-1.0,59.0,0.0,8,No,Cold,Cold,Optimum,Slow Wind
329,2011-01-15,Winter,2011,January,4,Non-Holiday,Saturday,Non-Work,Cloudy,-0.48,-1.0,59.0,0.0,5,No,Cold,Cold,Optimum,Slow Wind
330,2011-01-15,Winter,2011,January,5,Non-Holiday,Saturday,Non-Work,Clear,-0.48,-1.0,59.0,0.0,1,No,Cold,Cold,Optimum,Slow Wind
331,2011-01-15,Winter,2011,January,6,Non-Holiday,Saturday,Non-Work,Clear,-1.42,-5.0,63.0,7.0,3,No,Cold,Cold,Too Moist,Slow Wind
332,2011-01-15,Winter,2011,January,7,Non-Holiday,Saturday,Non-Work,Clear,-1.42,-2.0,63.0,0.0,10,No,Cold,Cold,Too Moist,Slow Wind
333,2011-01-15,Winter,2011,January,8,Non-Holiday,Saturday,Non-Work,Clear,-1.42,-6.0,63.0,9.0,23,No,Cold,Cold,Too Moist,Slow Wind
334,2011-01-15,Winter,2011,January,9,Non-Holiday,Saturday,Non-Work,Clear,-0.48,-4.0,64.0,9.0,33,No,Cold,Cold,Too Moist,Slow Wind
335,2011-01-15,Winter,2011,January,10,Non-Holiday,Saturday,Non-Work,Clear,0.46,-3.0,59.0,11.0,59,No,Cold,Cold,Optimum,Slow Wind
